p,h,G,Nm,chi,m1,m2,m3,m4,m5,m6,m7
0.1,1.0,117.24172054850317,2.0,-0.3161526599123941,0.32350433565038617,0.3233519894738282,0.32340776895011325,0.06491267797075394,0.06501518346646912,0.0650188683506084,0.0019305110393843142
0.1,1.1,122.48990306871265,2.0,-0.24778353848342083,0.3071577660927899,0.3071630100588439,0.3071535058531737,0.06208481726000758,0.06208794113256133,0.06207825170012103,0.011307063009636504
0.1,1.2000000000000002,128.1414005000106,0.0,-1.4129820492013115e-09,8.71258792883064e-05,9.158824667216007e-05,0.4862728373808093,1.886335623699872e-06,1.883876772873881e-06,3.976847419081503e-06,2.222904075375437e-06
0.1,1.3,135.33377894368186,0.0,2.682790986598828e-10,3.6794825700665034e-05,0.454967349036154,0.00010153262888696729,4.603379745940612e-06,3.8756097074344e-06,3.0277829971802203e-06,3.948986288715462e-06
0.1,1.4000000000000001,142.9422666098155,0.0,-7.067365704647609e-10,7.073963551036311e-05,5.1907231070631944e-05,0.4222192457944842,4.4245017155880985e-06,5.156131174102142e-06,1.6934624778777827e-06,2.5350723284022844e-06
0.1,1.5,150.93143324591878,0.0,-6.157176653827393e-10,0.00010932022703214579,0.38765582286361566,9.356778425626142e-05,5.9268783307403025e-06,5.3431415506234974e-06,6.454669383808945e-06,4.152503222995438e-06
0.1,1.6,159.271679518303,0.0,-9.957605093785221e-11,1.655733458874881e-05,5.731082121578509e-05,0.35068508373063906,3.6964108656307526e-06,3.0671109533811026e-06,4.648982008085641e-06,4.192269332027681e-06
0.1,1.7000000000000002,167.938218022677,0.0,-1.6751426850557608e-10,0.0001685203645478871,0.31036563535919964,9.642515297482673e-05,4.900081723580163e-06,4.4127849476447785e-06,6.620435685004305e-06,1.541100276637588e-06
0.1,1.8,176.91000737339144,0.0,-1.6410004927184453e-09,0.26507286973546873,0.0007009126998823317,0.00028190118006026264,6.676465748174584e-06,3.3159344931360055e-06,3.3300301449737355e-06,6.660481158712629e-06
0.1,1.9000000000000001,186.1691650159263,0.0,-6.616972745320241e-09,0.0020873507035406133,0.00044754165269925194,0.21150321613347703,4.837895025272507e-06,2.8690126368077625e-06,4.406049062430481e-06,5.62663471272199e-06
0.1,2.0,195.70646285656852,0.0,-2.059756652762793e-10,0.0003085578852435617,0.14042690304863628,0.0005072404315203144,3.7427922439728765e-06,4.268758252927909e-06,6.018965159435729e-06,3.0877523347087027e-06
0.1,2.1,205.50691539393,0.0,4.595761131561434e-19,4.643296324449553e-07,6.903508296182251e-07,9.319844926054524e-07,2.313407177044273e-06,1.1970810391357337e-06,1.819646138120651e-06,1.7975966531054128e-06
0.1,2.2,215.3952683760598,0.0,-1.50408350888713e-19,5.311274128326798e-07,3.4433333021867105e-07,2.6621184941199776e-07,9.277393001185357e-07,7.286525381141669e-07,1.9371105803303342e-07,6.176755206895128e-07
